title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel
"Z1738369921",8955,Done,69.31,-8.88571,"glide-grid_6eti",,,-8.88571,-0.7,,,,,,,,,,,,,1,,,-8.88571,-29.9451,-5.05194,-34.997,5.43197,-42.4285
"Z1738837010",8956,Done,65.62,-4.67944,"glide-grid_6eti",,,-4.67944,-0.656561,,,,,,,,,,,,,1,,,-4.67944,-30.4551,-3.42342,-33.8786,0,-44.8143
"Z1738837010",8957,Done,56.78,-5.48012,"glide-grid_6eti",,,-5.48012,-0.51137,,,,,,,,,,,,,1,,,-5.48012,-21.4701,-5.44446,-26.9145,6.37462,-39.2477
"Z1901568251",8958,Done,22.4,-6.03672,"glide-grid_6eti",,,-6.03672,0,,,,,,,,,,,,,1,,,-6.03672,-24.2324,-0.226925,-24.4593,0.06503,-36.3926
"Z1901568251",8959,Done,19.75,-5.86055,"glide-grid_6eti",,,-5.86055,0,,,,,,,,,,,,,1,,,-5.86055,-30.0658,0.904204,-29.1616,3.2488,-37.3429
"Z2273326166",8960,Done,50.01,-8.29132,"glide-grid_6eti",,,-8.29132,-0.839704,,,,,,,,,,,,,1,,,-8.29132,-36.0614,-4.73659,-40.798,3.48939,-56.4298
"Z2273326166",8961,Done,42.36,-8.32649,"glide-grid_6eti",,,-8.32649,-0.274391,,,,,,,,,,,,,1,,,-8.32649,-35.153,-2.8973,-38.0503,3.30499,-48.2478
"Z2279205501",8962,Done,29.11,-3.90298,"glide-grid_6eti",,,-3.90298,0,,,,,,,,,,,,,1,,,-3.90298,-31.9545,-0.839417,-32.7939,2.93345,-42.4388
"Z2279205501",8963,Done,25.56,-4.62002,"glide-grid_6eti",,,-4.62002,0,,,,,,,,,,,,,1,,,-4.62002,-32.4223,-0.622143,-33.0444,4.78154,-38.5645
"Z2482842182",8964,Done,94.35,-5.34465,"glide-grid_6eti",,,-5.34465,0,,,,,,,,,,,,,1,,,-5.34465,-33.3169,-2.68409,-36.001,4.89921,-46.7734
"Z2482842182",8965,Done,90.26,-7.89913,"glide-grid_6eti",,,-7.89913,0,,,,,,,,,,,,,1,,,-7.89913,-28.3119,-2.83738,-31.1493,2.53374,-45.0533
"Z2482842182",8966,Done,94.49,-5.35479,"glide-grid_6eti",,,-5.35479,0,,,,,,,,,,,,,1,,,-5.35479,-33.6791,-2.40112,-36.0802,4.88627,-49.3898
"Z2482842182",8967,Done,96.58,-5.0781,"glide-grid_6eti",,,-5.0781,0,,,,,,,,,,,,,1,,,-5.0781,-33.7872,-1.56805,-35.3552,0.993833,-46.653
"Z2482868187",8968,Done,85.5,-5.59449,"glide-grid_6eti",,,-5.59449,0,,,,,,,,,,,,,1,,,-5.59449,-34.1929,-1.83725,-36.0302,3.49811,-49.5351
"Z2482868187",8969,Done,61.85,-8.7216,"glide-grid_6eti",,,-8.7216,0,,,,,,,,,,,,,1,,,-8.7216,-31.4506,-2.49998,-33.9505,7.40511,-47.3256
"Z2489458550",8970,Done,79.68,-4.82995,"glide-grid_6eti",,,-4.82995,0,,,,,,,,,,,,,1,,,-4.82995,-31.2158,-5.23946,-36.4553,4.68963,-48.6859
"Z2489458550",8971,Done,53.55,-7.11474,"glide-grid_6eti",,,-7.11474,0,,,,,,,,,,,,,1,,,-7.11474,-32.919,-4.23478,-37.1538,2.9403,-48.6698
"Z2605931580",8972,Done,53.45,-7.93893,"glide-grid_6eti",,,-7.93893,0,,,,,,,,,,,,,1,,,-7.93893,-29.0523,-2.49581,-31.5481,0.870073,-44.7562
"Z2605931580",8973,Done,62.54,-8.25141,"glide-grid_6eti",,,-8.25141,0,,,,,,,,,,,,,1,,,-8.25141,-30.9489,-6.00771,-36.9566,2.18269,-49.0953
"Z2607558238",8974,Done,41.79,-7.01018,"glide-grid_6eti",,,-7.01018,0,,,,,,,,,,,,,1,,,-7.01018,-19.4976,-1.5454,-21.043,3.51438,-36.2883
"Z2607558238",8975,Done,43.02,-4.77626,"glide-grid_6eti",,,-4.77626,-0.35,,,,,,,,,,,,,1,,,-4.77626,-34.7115,0.610655,-34.1008,3.66987,-46.5543
"Z2607558238",8976,Done,32.81,-6.86584,"glide-grid_6eti",,,-6.86584,-0.35,,,,,,,,,,,,,1,,,-6.86584,-24.6409,-0.672572,-25.3134,8.3893,-35.4228
"Z2607558238",8977,Done,45.85,-6.00107,"glide-grid_6eti",,,-6.00107,0,,,,,,,,,,,,,1,,,-6.00107,-16.9623,-1.19057,-18.1529,0.599165,-34.8754
"Z2607558238",8978,Done,34.18,-6.89975,"glide-grid_6eti",,,-6.89975,0,,,,,,,,,,,,,1,,,-6.89975,-26.4618,0.398802,-26.063,3.21505,-41.1062
"Z2607558238",8979,Done,39.53,-7.77561,"glide-grid_6eti",,,-7.77561,-0.35,,,,,,,,,,,,,1,,,-7.77561,-34.5873,0.438745,-34.1485,3.69892,-44.4769
"Z2607558238",8980,Done,41.88,-7.01018,"glide-grid_6eti",,,-7.01018,0,,,,,,,,,,,,,1,,,-7.01018,-19.4976,-1.5454,-21.043,3.51438,-36.2883
"Z2607558238",8981,Done,43.06,-4.77626,"glide-grid_6eti",,,-4.77626,-0.35,,,,,,,,,,,,,1,,,-4.77626,-34.7115,0.610655,-34.1008,3.66987,-46.5543
"Z2608191860",8982,Done,35.8,-6.5329,"glide-grid_6eti",,,-6.5329,0,,,,,,,,,,,,,1,,,-6.5329,-27.2631,-1.63029,-28.8934,9.02361,-39.9142
"Z2608191860",8983,Done,36.67,-6.00766,"glide-grid_6eti",,,-6.00766,0,,,,,,,,,,,,,1,,,-6.00766,-34.5861,-1.18762,-35.7737,6.18374,-45.1066
"Z2614008189",8984,Done,41.46,-6.38263,"glide-grid_6eti",,,-6.38263,0,,,,,,,,,,,,,1,,,-6.38263,-29.83,-1.72655,-31.5565,6.14964,-39.3953
"Z2614008189",8985,Done,48.74,-8.12336,"glide-grid_6eti",,,-8.12336,0,,,,,,,,,,,,,1,,,-8.12336,-27.9478,-1.44524,-29.3931,3.6275,-34.2448
"Z2722328513",8986,Done,143.32,-4.91858,"glide-grid_6eti",,,-4.91858,0,,,,,,,,,,,,,1,,,-4.91858,-30.5797,-4.39441,-34.9741,8.24946,-48.8991
"Z2722328513",8987,Done,126.7,-5.00635,"glide-grid_6eti",,,-5.00635,0,,,,,,,,,,,,,1,,,-5.00635,-31.673,-3.15066,-34.8236,7.31706,-48.8478
"Z2788452928",8988,Done,98.35,-5.70507,"glide-grid_6eti",,,-5.70507,0,,,,,,,,,,,,,1,,,-5.70507,-39.4482,-5.75814,-45.2063,0.757353,-66.2994
"Z2838587621",8989,Done,29.59,-7.88524,"glide-grid_6eti",,,-7.88524,0,,,,,,,,,,,,,1,,,-7.88524,-39.2879,-2.87369,-42.1616,10.0626,-57.0343
"Z2841636316",8990,Done,89.32,-8.89375,"glide-grid_6eti",,,-8.89375,0,,,,,,,,,,,,,1,,,-8.89375,-47.9204,-2.11822,-50.0386,10.6302,-67.046
"Z2841636316",8991,Done,90.3,-9.20661,"glide-grid_6eti",,,-9.20661,-0.698599,,,,,,,,,,,,,1,,,-9.20661,-41.892,-2.04467,-43.9366,4.33202,-66.0272
"Z2891249906",8992,Done,77.03,-6.53366,"glide-grid_6eti",,,-6.53366,-0.7,,,,,,,,,,,,,1,,,-6.53366,-24.058,-9.06527,-33.1233,7.76121,-45.5317
"Z2891249906",8993,Done,47.74,-5.55929,"glide-grid_6eti",,,-5.55929,-0.7,,,,,,,,,,,,,1,,,-5.55929,-19.996,-9.76741,-29.7634,6.44891,-41.6452
"Z2900814052",8994,Done,94.09,-6.06018,"glide-grid_6eti",,,-6.06018,-0.1034,,,,,,,,,,,,,1,,,-6.06018,-38.8262,-0.0577399,-38.8839,5.22205,-54.7285
"Z2900814052",8995,Done,93.64,-6.80168,"glide-grid_6eti",,,-6.80168,0,,,,,,,,,,,,,1,,,-6.80168,-39.8969,-2.09874,-41.9957,3.6217,-59.128
"Z2911925656",8996,Done,72,-7.93646,"glide-grid_6eti",,,-7.93646,0,,,,,,,,,,,,,1,,,-7.93646,-32.36,-2.87213,-35.2321,4.37944,-47.3835
"Z2958564298",8997,Done,56.56,-9.16945,"glide-grid_6eti",,,-9.16945,-0.640288,,,,,,,,,,,,,1,,,-9.16945,-30.3534,-3.85116,-34.2045,1.72577,-50.646
"Z2958564298",8998,Done,51.81,-7.84459,"glide-grid_6eti",,,-7.84459,-1.44507,,,,,,,,,,,,,1,,,-7.84459,-33.1398,-6.81868,-39.9585,1.23154,-54.7811
"Z2958564298",8999,Done,60.16,-8.02897,"glide-grid_6eti",,,-8.02897,-0.404762,,,,,,,,,,,,,1,,,-8.02897,-30.7004,-6.30206,-37.0024,5.21542,-50.61
"Z2958564298",9000,Done,56.33,-9.06411,"glide-grid_6eti",,,-9.06411,-0.578917,,,,,,,,,,,,,1,,,-9.06411,-33.0433,-6.23416,-39.2775,2.05088,-56.8199
"Z2973104837",9001,Done,54.82,-7.16241,"glide-grid_6eti",,,-7.16241,0,,,,,,,,,,,,,1,,,-7.16241,-36.4896,-5.39765,-41.8873,7.42805,-55.306
"Z3019187351",9002,Done,83.74,-8.91805,"glide-grid_6eti",,,-8.91805,-0.812684,,,,,,,,,,,,,1,,,-8.91805,-41.4515,-3.66495,-45.1165,2.62561,-68.4206
"Z3019187351",9003,Done,82.92,-8.95832,"glide-grid_6eti",,,-8.95832,-1.18647,,,,,,,,,,,,,1,,,-8.95832,-39.0837,-7.10015,-46.1838,4.70505,-67.7438
"Z3083311752",9004,Done,82.57,-6.67044,"glide-grid_6eti",,,-6.67044,0,,,,,,,,,,,,,1,,,-6.67044,-37.2432,-2.57081,-39.8141,8.8208,-55.5723
"Z3083311752",9005,Done,89.06,-6.79762,"glide-grid_6eti",,,-6.79762,-0.300393,,,,,,,,,,,,,1,,,-6.79762,-36.7621,-4.16828,-40.9304,1.51473,-57.9571
"Z3083311752",9006,Done,93.88,-7.21311,"glide-grid_6eti",,,-7.21311,-0.417654,,,,,,,,,,,,,1,,,-7.21311,-38.4848,-4.94305,-43.4279,6.1428,-61.7409
"Z3083311752",9007,Done,84.51,-7.07012,"glide-grid_6eti",,,-7.07012,-0.569605,,,,,,,,,,,,,1,,,-7.07012,-35.3156,-5.22069,-40.5363,3.0622,-59.2459
"Z3083311752",9008,Done,86.76,-6.85114,"glide-grid_6eti",,,-6.85114,-0.549093,,,,,,,,,,,,,1,,,-6.85114,-39.9168,-3.08468,-43.0015,5.24487,-61.2226
"Z3083311752",9009,Done,89.06,-7.43654,"glide-grid_6eti",,,-7.43654,-0.15126,,,,,,,,,,,,,1,,,-7.43654,-38.8598,-7.33757,-46.1974,5.17546,-71.7593
"Z3083311752",9010,Done,91.73,-7.56818,"glide-grid_6eti",,,-7.56818,-0.331632,,,,,,,,,,,,,1,,,-7.56818,-40.4153,-3.47869,-43.894,13.7108,-55.379
"Z3083311752",9011,Done,86.81,-7.09791,"glide-grid_6eti",,,-7.09791,-0.7,,,,,,,,,,,,,1,,,-7.09791,-37.0955,-2.92199,-40.0175,1.32708,-55.1104
"Z3083311752",9012,Done,90.67,-6.94116,"glide-grid_6eti",,,-6.94116,-0.547852,,,,,,,,,,,,,1,,,-6.94116,-38.2656,-6.05091,-44.3165,3.43746,-65.8022
"Z3083311752",9013,Done,77.53,-7.59616,"glide-grid_6eti",,,-7.59616,-0.656287,,,,,,,,,,,,,1,,,-7.59616,-38.012,-6.31723,-44.3292,1.86932,-59.3687
"Z3083311752",9014,Done,80.26,-6.58177,"glide-grid_6eti",,,-6.58177,-0.7,,,,,,,,,,,,,1,,,-6.58177,-39.809,-6.34035,-46.1493,4.10319,-64.7896
"Z3083311752",9015,Done,96.9,-7.24946,"glide-grid_6eti",,,-7.24946,0,,,,,,,,,,,,,1,,,-7.24946,-33.0695,-3.64167,-36.7112,1.27387,-53.0513
"Z3083311752",9016,Done,80.79,-7.57901,"glide-grid_6eti",,,-7.57901,-0.987807,,,,,,,,,,,,,1,,,-7.57901,-39.1867,-5.91414,-45.1008,4.0715,-63.6652
"Z3083311752",9017,Done,90.05,-7.24499,"glide-grid_6eti",,,-7.24499,0,,,,,,,,,,,,,1,,,-7.24499,-33.7624,-5.5043,-39.2667,4.36714,-56.1346
"Z3083311752",9018,Done,87.92,-6.58135,"glide-grid_6eti",,,-6.58135,-0.7,,,,,,,,,,,,,1,,,-6.58135,-37.245,-3.95383,-41.1988,11.1337,-56.0984
"Z3083311752",9019,Done,88.12,-6.74111,"glide-grid_6eti",,,-6.74111,0,,,,,,,,,,,,,1,,,-6.74111,-34.9543,-4.7293,-39.6836,3.89623,-52.5768
"Z1156336732",9020,Done,123.49,-10.4534,"glide-grid_6eti",,,-10.4534,-0.7,,,,,,,,,,,,,1,,,-10.4534,-50.3031,-3.91557,-54.2187,5.66282,-88.842
"Z1156336732",9021,Done,124.24,-10.1571,"glide-grid_6eti",,,-10.1571,-0.7,,,,,,,,,,,,,1,,,-10.1571,-51.1631,-4.44117,-55.6043,4.06414,-87.3396
"Z1157974009",9022,Done,84.01,-6.78502,"glide-grid_6eti",,,-6.78502,0,,,,,,,,,,,,,1,,,-6.78502,-47.8886,-0.798577,-48.6872,3.90456,-71.1443
"Z2093284690",9023,Done,17.7,-9.11521,"glide-grid_6eti",,,-9.11521,-0.421421,,,,,,,,,,,,,1,,,-9.11521,-34.5899,-0.98101,-35.5709,0.109469,-44.7953
"Z2093284690",9024,Done,13.33,-7.71653,"glide-grid_6eti",,,-7.71653,0,,,,,,,,,,,,,1,,,-7.71653,-28.6404,-0.915239,-29.5557,0.174774,-37.4584
"Z1169976194",9025,Done,62.72,-8.45111,"glide-grid_6eti",,,-8.45111,0,,,,,,,,,,,,,1,,,-8.45111,-45.5477,-4.09883,-49.6465,1.35414,-73.3308
"Z1603703760",9026,Done,72.64,-5.677,"glide-grid_6eti",,,-5.677,0,,,,,,,,,,,,,1,,,-5.677,-27.7033,0.613827,-27.0895,8.56249,-31.8924
"Z1603703760",9027,Done,67.52,-4.84097,"glide-grid_6eti",,,-4.84097,0,,,,,,,,,,,,,1,,,-4.84097,-29.3915,-2.34655,-31.738,8.66174,-31.4405
"Z1603711447",9028,Done,75.14,-8.44686,"glide-grid_6eti",,,-8.44686,-0.7,,,,,,,,,,,,,1,,,-8.44686,-42.864,-0.868919,-43.7329,9.24195,-60.4589
"Z1603711447",9029,Done,80.51,-4.76165,"glide-grid_6eti",,,-4.76165,-0.679356,,,,,,,,,,,,,1,,,-4.76165,-38.3201,-5.78777,-44.1079,4.34682,-60.9475
"Z1603711447",9030,Done,79.27,-9.85172,"glide-grid_6eti",,,-9.85172,0,,,,,,,,,,,,,1,,,-9.85172,-37.1677,-5.20599,-42.3737,2.61815,-59.6401
"Z1603711447",9031,Done,83.77,-8.97178,"glide-grid_6eti",,,-8.97178,0,,,,,,,,,,,,,1,,,-8.97178,-34.6941,-5.23944,-39.9335,1.3411,-58.383
"Z1170219013",9032,Done,45.41,-7.78914,"glide-grid_6eti",,,-7.78914,0,,,,,,,,,,,,,1,,,-7.78914,-39.4131,-2.93323,-42.3463,2.48962,-58.9794
"Z2108359345",9033,Done,29.56,-7.11634,"glide-grid_6eti",,,-7.11634,0,,,,,,,,,,,,,1,,,-7.11634,-31.9429,-1.1555,-33.0984,2.86386,-41.4149
"Z2108359345",9034,Done,29.67,-7.17388,"glide-grid_6eti",,,-7.17388,0,,,,,,,,,,,,,1,,,-7.17388,-32.3995,-0.477041,-32.8766,1.91104,-43.4482
"Z2108359345",9035,Done,29.68,-7.17388,"glide-grid_6eti",,,-7.17388,0,,,,,,,,,,,,,1,,,-7.17388,-32.3995,-0.477041,-32.8766,1.91104,-43.4482
"Z2108359345",9036,Done,29.49,-7.00653,"glide-grid_6eti",,,-7.00653,0,,,,,,,,,,,,,1,,,-7.00653,-31.8398,-1.23858,-33.0783,3.37233,-42.937
"Z1949769474",9037,Done,98.42,-7.39236,"glide-grid_6eti",,,-7.39236,0,,,,,,,,,,,,,1,,,-7.39236,-41.701,-1.71514,-43.4162,2.5837,-62.6332
"Z1624184491",9038,Done,118.99,-9.31569,"glide-grid_6eti",,,-9.31569,-0.292493,,,,,,,,,,,,,1,,,-9.31569,-35.9977,-6.91152,-42.9092,3.41718,-62.8718
"Z2231553339",9039,Done,69.24,-6.10719,"glide-grid_6eti",,,-6.10719,0,,,,,,,,,,,,,1,,,-6.10719,-42.4474,-2.3125,-44.7599,2.19494,-50.1651
"Z2231553339",9040,Done,43.19,-6.08347,"glide-grid_6eti",,,-6.08347,0,,,,,,,,,,,,,1,,,-6.08347,-40.8607,-1.79649,-42.6571,6.81593,-64.745
"Z2231553339",9041,Done,55.34,-6.54047,"glide-grid_6eti",,,-6.54047,0,,,,,,,,,,,,,1,,,-6.54047,-39.9913,-3.65432,-43.6456,5.52701,-69.4637
"Z2231553339",9042,Done,41.38,-6.70976,"glide-grid_6eti",,,-6.70976,0,,,,,,,,,,,,,1,,,-6.70976,-38.2205,-3.50281,-41.7233,0.749117,-65.399
"Z2231974352",9043,Done,87.13,-9.41058,"glide-grid_6eti",,,-9.41058,0,,,,,,,,,,,,,1,,,-9.41058,-39.7671,-2.20478,-41.9719,4.92761,-62.2947
"Z2231974352",9044,Done,95.34,-8.80901,"glide-grid_6eti",,,-8.80901,0,,,,,,,,,,,,,1,,,-8.80901,-39.9766,-6.22768,-46.2043,2.69354,-70.8883
"Z2231974352",9045,Done,95.7,-9.07826,"glide-grid_6eti",,,-9.07826,-0.7,,,,,,,,,,,,,1,,,-9.07826,-40.1852,-5.96487,-46.15,6.11339,-69.4632
"Z2231974352",9046,Done,87.36,-9.78242,"glide-grid_6eti",,,-9.78242,-1.05985,,,,,,,,,,,,,1,,,-9.78242,-40.602,-7.93321,-48.5352,4.44634,-69.5988
"Z1642104269",9047,Done,51.31,-7.42592,"glide-grid_6eti",,,-7.42592,0,,,,,,,,,,,,,1,,,-7.42592,-37.4621,1.37389,-36.0882,3.72837,-50.4163
"Z1642104269",9048,Done,57.05,-7.5752,"glide-grid_6eti",,,-7.5752,0,,,,,,,,,,,,,1,,,-7.5752,-37.8331,0.349962,-37.4831,7.27339,-48.0596
"Z1212628319",9049,Done,38.68,-7.8394,"glide-grid_6eti",,,-7.8394,0,,,,,,,,,,,,,1,,,-7.8394,-38.8886,-5.00962,-43.8982,5.06478,-60.3792
"Z1644344739",9050,Done,85.03,-8.21482,"glide-grid_6eti",,,-8.21482,0,,,,,,,,,,,,,1,,,-8.21482,-39.9343,-5.25912,-45.1934,0.357069,-65.9171
"Z1217461629",9051,Done,59.9,-8.65364,"glide-grid_6eti",,,-8.65364,0,,,,,,,,,,,,,1,,,-8.65364,-37.1615,-1.85318,-39.0147,3.76017,-53.2719
"Z1217461629",9052,Done,61.1,-8.35595,"glide-grid_6eti",,,-8.35595,0,,,,,,,,,,,,,1,,,-8.35595,-35.9395,-0.323685,-36.2632,1.14783,-52.5842
"Z1651009136",9053,Done,103.77,-7.22841,"glide-grid_6eti",,,-7.22841,0,,,,,,,,,,,,,1,,,-7.22841,-44.869,0.0517197,-44.8173,8.09402,-65.0527
"Z1225462791",9054,Done,92.89,-5.32054,"glide-grid_6eti",,,-5.32054,0,,,,,,,,,,,,,1,,,-5.32054,-31.433,-2.95306,-34.3861,2.60854,-47.2113
"Z1225462791",9055,Done,85.8,-6.69459,"glide-grid_6eti",,,-6.69459,-0.7,,,,,,,,,,,,,1,,,-6.69459,-28.6901,-3.44405,-32.1341,6.38223,-49.0098
"Z1233880087",9056,Done,53.79,-8.90951,"glide-grid_6eti",,,-8.90951,0,,,,,,,,,,,,,1,,,-8.90951,-41.1798,-1.26332,-42.4432,1.18917,-54.6032
"Z1233880087",9057,Done,55.09,-9.02765,"glide-grid_6eti",,,-9.02765,0,,,,,,,,,,,,,1,,,-9.02765,-39.916,-1.28422,-41.2002,1.00124,-58.006
"Z2169315761",9058,Done,51.6,-5.35873,"glide-grid_6eti",,,-5.35873,0,,,,,,,,,,,,,1,,,-5.35873,-33.3272,-4.43469,-37.7619,3.27581,-51.7698
"Z1680224706",9059,Done,54.47,-6.40637,"glide-grid_6eti",,,-6.40637,0,,,,,,,,,,,,,1,,,-6.40637,-39.642,0.712357,-38.9296,1.17308,-58.3979
"Z1400974068",9060,Done,36.23,-7.40314,"glide-grid_6eti",,,-7.40314,0,,,,,,,,,,,,,1,,,-7.40314,-31.8505,-3.67874,-35.5292,5.92506,-45.9845
"Z1400974068",9061,Done,35.99,-7.45471,"glide-grid_6eti",,,-7.45471,-0.7,,,,,,,,,,,,,1,,,-7.45471,-33.2666,-4.5064,-37.773,13.5178,-44.2178
"Z1282501582",9062,Done,72.5,-8.34882,"glide-grid_6eti",,,-8.34882,0,,,,,,,,,,,,,1,,,-8.34882,-38.9461,-5.97088,-44.917,0,-65.8128
"Z1282501582",9063,Done,73.7,-8.93799,"glide-grid_6eti",,,-8.93799,0,,,,,,,,,,,,,1,,,-8.93799,-39.488,-4.7902,-44.2782,3.4504,-63.027
"Z1957395125",9064,Done,114.32,-6.56232,"glide-grid_6eti",,,-6.56232,-0.680497,,,,,,,,,,,,,1,,,-6.56232,-35.7994,-5.73563,-41.535,4.19061,-63.1349
"Z1957395125",9065,Done,125.37,-9.36211,"glide-grid_6eti",,,-9.36211,-0.7,,,,,,,,,,,,,1,,,-9.36211,-35.6927,-5.28666,-40.9793,2.66351,-66.4004
"Z1957395125",9066,Done,129.05,-6.92268,"glide-grid_6eti",,,-6.92268,-0.544367,,,,,,,,,,,,,1,,,-6.92268,-39.4276,-7.90417,-47.3318,1.62278,-71.8594
"Z1957395125",9067,Done,120.73,-6.77938,"glide-grid_6eti",,,-6.77938,-0.7,,,,,,,,,,,,,1,,,-6.77938,-38.4658,-2.10429,-40.5701,2.74115,-60.3757
"Z1843520740",9068,Done,51.49,-7.26677,"glide-grid_6eti",,,-7.26677,0,,,,,,,,,,,,,1,,,-7.26677,-30.5191,-0.723887,-31.243,1.83451,-44.1937
"Z1843520740",9069,Done,58.48,-7.98773,"glide-grid_6eti",,,-7.98773,0,,,,,,,,,,,,,1,,,-7.98773,-37.8937,-0.70827,-38.602,12.8109,-45.245
"Z1843520740",9070,Done,70.32,-9.68725,"glide-grid_6eti",,,-9.68725,-0.463045,,,,,,,,,,,,,1,,,-9.68725,-36.313,-3.64894,-39.962,2.83074,-53.3383
"Z1843520740",9071,Done,65.48,-9.80297,"glide-grid_6eti",,,-9.80297,-0.541297,,,,,,,,,,,,,1,,,-9.80297,-35.9472,-4.20858,-40.1558,3.97017,-53.9709
"Z1738107960",9072,Done,71.15,-5.05933,"glide-grid_6eti",,,-5.05933,-0.7,,,,,,,,,,,,,1,,,-5.05933,-35.6495,-5.40873,-41.0583,3.65239,-58.8037
"Z1738107960",9073,Done,78.33,-4.90329,"glide-grid_6eti",,,-4.90329,-0.7,,,,,,,,,,,,,1,,,-4.90329,-30.9251,-5.18261,-36.1077,7.35365,-48.3678
"Z1452676427",9074,Done,81.42,-8.36371,"glide-grid_6eti",,,-8.36371,-0.484393,,,,,,,,,,,,,1,,,-8.36371,-44.5922,-3.33113,-47.9233,3.19526,-66.4766
"Z1748380519",9075,Done,125.73,-7.03349,"glide-grid_6eti",,,-7.03349,-0.666405,,,,,,,,,,,,,1,,,-7.03349,-43.4159,-5.41107,-48.827,3.2461,-74.9569
"Z1753998306",9076,Done,55.06,-9.5768,"glide-grid_6eti",,,-9.5768,-0.411741,,,,,,,,,,,,,1,,,-9.5768,-39.1455,-3.96878,-43.1143,14.4314,-53.5312
"Z1753998306",9077,Done,63.77,-9.31572,"glide-grid_6eti",,,-9.31572,-0.49311,,,,,,,,,,,,,1,,,-9.31572,-38.0011,-5.07333,-43.0744,7.0131,-61.6822
"Z1753998306",9078,Done,62.31,-8.70783,"glide-grid_6eti",,,-8.70783,0,,,,,,,,,,,,,1,,,-8.70783,-36.4532,-3.16302,-39.6163,8.88828,-53.1708
"Z1753998306",9079,Done,47.5,-9.15354,"glide-grid_6eti",,,-9.15354,-0.7,,,,,,,,,,,,,1,,,-9.15354,-39.0145,-2.8042,-41.8187,7.0008,-57.2835
"Z1754413058",9080,Done,34.92,-4.75065,"glide-grid_6eti",,,-4.75065,0,,,,,,,,,,,,,1,,,-4.75065,-34.6069,-1.43324,-36.0401,9.06287,-45.5028
"Z1754413058",9081,Done,53.73,-5.98071,"glide-grid_6eti",,,-5.98071,-0.0693991,,,,,,,,,,,,,1,,,-5.98071,-39.7923,-2.40567,-42.1979,8.62239,-51.4586
"Z1754413058",9082,Done,57.39,-5.12599,"glide-grid_6eti",,,-5.12599,-0.291326,,,,,,,,,,,,,1,,,-5.12599,-32.1239,0.32098,-31.8029,4.96143,-34.362
"Z1754413058",9083,Done,45.96,-4.6632,"glide-grid_6eti",,,-4.6632,0,,,,,,,,,,,,,1,,,-4.6632,-29.5015,-1.10586,-30.6073,5.3193,-39.2864
"Z1765276977",9084,Done,88.44,-7.95295,"glide-grid_6eti",,,-7.95295,-0.134162,,,,,,,,,,,,,1,,,-7.95295,-42.9556,-1.63477,-44.5904,3.77557,-66.1608
"Z2234928692",9085,Done,114.2,-10.2234,"glide-grid_6eti",,,-10.2234,0,,,,,,,,,,,,,1,,,-10.2234,-54.5961,-5.628,-60.2241,3.68992,-94.1016
"Z1384824898",9086,Done,40.55,-8.5685,"glide-grid_6eti",,,-8.5685,-0.7,,,,,,,,,,,,,1,,,-8.5685,-47.7806,-5.55585,-53.3365,1.62547,-83.1151
"Z1895984827",9087,Done,46.66,-6.63569,"glide-grid_6eti",,,-6.63569,-0.7,,,,,,,,,,,,,1,,,-6.63569,-36.7968,-5.68608,-42.4829,2.43436,-58.5342
"Z2254749709",9088,Done,62.89,-8.02853,"glide-grid_6eti",,,-8.02853,-0.7,,,,,,,,,,,,,1,,,-8.02853,-38.9096,-2.88252,-41.7921,0.608212,-65.5531
"Z2297901229",9089,Done,38.02,-9.9454,"glide-grid_6eti",,,-9.9454,-0.7,,,,,,,,,,,,,1,,,-9.9454,-39.3209,-2.92065,-42.2415,3.39657,-62.5427
"Z2438687932",9090,Done,157.34,-7.00262,"glide-grid_6eti",,,-7.00262,-0.130433,,,,,,,,,,,,,1,,,-7.00262,-42.0209,-7.97068,-49.9916,1.5228,-72.3649
"Z2438687932",9091,Done,173.75,-7.15708,"glide-grid_6eti",,,-7.15708,-0.678245,,,,,,,,,,,,,1,,,-7.15708,-42.8633,-6.80388,-49.6672,5.30884,-77.9557
"Z2442443037",9092,Done,14.3,-4.78951,"glide-grid_6eti",,,-4.78951,0,,,,,,,,,,,,,1,,,-4.78951,-34.4714,-1.79591,-36.2673,0.466844,-48.0837
"Z2444086950",9093,Done,59.92,-9.94667,"glide-grid_6eti",,,-9.94667,-0.543377,,,,,,,,,,,,,1,,,-9.94667,-41.5321,-6.1975,-47.7296,6.68461,-72.0225
"Z2444086950",9094,Done,58.14,-9.65839,"glide-grid_6eti",,,-9.65839,0,,,,,,,,,,,,,1,,,-9.65839,-32.0772,-6.5671,-38.6443,2.0426,-67.0328
