,title,i_i_glide_lignum,docking_status,r_glide_cpu_time,r_i_docking_score,s_i_glide_gridfile,r_glide_XP_ClBr,r_glide_XP_Electro,r_glide_XP_GScore,r_glide_XP_HBond,i_glide_XP_impact_version,r_glide_XP_LipophilicEvdW,r_glide_XP_LowMW,r_glide_XP_Penalties,r_glide_XP_HBPenal,r_glide_XP_ExposPenal,r_glide_XP_RotPenal,r_glide_XP_PhobEn,r_glide_XP_PhobEnHB,r_glide_XP_PhobEnPairHB,r_glide_XP_PiCat,r_glide_XP_PiStack,i_glide_XP_PoseRank,r_glide_XP_Sitemap,r_glide_XP_Zpotr,r_i_glide_gscore,r_i_glide_evdw,r_i_glide_ecoul,r_i_glide_energy,r_i_glide_einternal,r_i_glide_emodel,SMILES
8374,Z1180337296,18905,Done,56.35,-8.15525,glide-grid_6eti,,,-8.15525,0.0,,,,,,,,,,,,,1.0,,,-8.15525,-39.1333,-0.295539,-39.4288,2.40057,-58.2867,Cc1nccc(CNC(=O)Nc2cc(C(C)(C)C)nn2C(C)(C)C)n1
8376,Z2072608413,20215,Done,50.41,-8.15511,glide-grid_6eti,,,-8.15511,0.0,,,,,,,,,,,,,1.0,,,-8.15511,-46.2311,-4.5046,-50.7357,11.8512,-74.7547,COc1cccc(C2(C(=O)NS(=O)(=O)c3cc(Br)cc(C#N)c3)CC2)c1
8379,Z1591033859,16005,Done,39.38,-8.15484,glide-grid_6eti,,,-8.15484,-0.7,,,,,,,,,,,,,1.0,,,-8.15484,-34.5122,-4.66828,-39.1805,5.2638,-51.9831,Cc1c(C(=O)N2CCCC[C@H]2CO)cnc2ccccc12
8381,Z1958803723,5110,Done,12.34,-8.15477,glide-grid_6eti,,,-8.15477,0.0,,,,,,,,,,,,,1.0,,,-8.15477,-36.0571,-0.508118,-36.5652,1.95881,-47.0841,Cn1ncc2c(N3CC(C)(C)O[C@@]4(CCOC4)C3)ncnc21
8384,Z2013124495,20065,Done,23.47,-8.15298,glide-grid_6eti,,,-8.15298,0.0,,,,,,,,,,,,,1.0,,,-8.15298,-31.4491,-1.11072,-32.5598,0.346782,-41.9251,N#CC1(C(=O)N2CCOc3cccc(F)c3C2)CCCC1
8386,Z2213999601,20286,Done,59.34,-8.15244,glide-grid_6eti,,,-8.15244,-0.7,,,,,,,,,,,,,1.0,,,-8.15244,-33.7574,-4.68953,-38.4469,3.03741,-55.666,Cc1cc(CNc2nnc(C(F)F)o2)cc(N2CCCC2)n1
8388,Z1089368180,1320,Done,128.02,-8.1521,glide-grid_6eti,,,-8.1521,0.0,,,,,,,,,,,,,1.0,,,-8.1521,-40.8511,-2.89668,-43.7478,9.34712,-65.1289,COc1ccc(C)cc1NC(=O)C(=O)NC[C@@H](O)C1CCCCC1
8390,Z3686950295,7087,Done,62.36,-8.15193,glide-grid_6eti,,,-8.15193,-0.134184,,,,,,,,,,,,,1.0,,,-8.15193,-50.4593,-3.13619,-53.5955,0.957437,-92.0417,Cn1c(N2CC[C@H](NC(=O)Cn3cnc4ccccc43)C2)cc(=O)n(C)c1=O
8391,Z2004645497,16061,Done,38.87,-8.15191,glide-grid_6eti,,,-8.15191,0.0,,,,,,,,,,,,,1.0,,,-8.15191,-38.8632,-2.71534,-41.5786,5.25916,-56.3487,CS(=O)(=O)[C@@H]1CCN(C(=O)Cn2c(=O)[nH]c3ccccc32)C1
8392,Z902760626,10214,Done,97.99,-8.15189,glide-grid_6eti,,,-8.15189,-0.7,,,,,,,,,,,,,1.0,,,-8.15189,-47.4186,-1.38165,-48.8002,7.89432,-69.5967,COc1cc(NC(=O)N2CCC[C@@H](CNC(C)=O)C2)c(OC)cc1Cl
8396,Z367280428,8263,Done,62.69,-8.15135,glide-grid_6eti,,,-8.15135,-0.7,,,,,,,,,,,,,1.0,,,-8.15135,-42.5324,-0.75611,-43.2885,9.67852,-57.6512,CNC(=O)[C@@H]1CCCCN1C(=O)CCc1nc2ccccc2o1
8398,Z1919209518,21055,Done,47.95,-8.15084,glide-grid_6eti,,,-8.15084,-0.69003,,,,,,,,,,,,,1.0,,,-8.15084,-30.1879,-4.43423,-34.6221,6.38165,-47.654,CC(C)NC(=O)Nc1cc(C2(C)CCCC2)on1
8400,Z3215989347,11485,Done,104.18,-8.15078,glide-grid_6eti,,,-8.15078,-0.7,,,,,,,,,,,,,1.0,,,-8.15078,-38.9539,-3.90091,-42.8549,2.66468,-65.6942,C=CCC(F)(F)C(=O)N1CCN(c2cc(-c3cccnc3)n[nH]2)CC1
8401,Z2218126709,14596,Done,52.54,-8.15073,glide-grid_6eti,,,-8.15073,0.0,,,,,,,,,,,,,1.0,,,-8.15073,-44.5733,-1.10258,-45.6759,2.16119,-68.5093,CCc1cc(N2CC[C@H](Oc3ccc(Cl)cc3)C2)n2ncnc2n1
8402,Z1260119550,2192,Done,50.25,-8.1505,glide-grid_6eti,,,-8.1505,0.0,,,,,,,,,,,,,1.0,,,-8.1505,-34.992,-0.668518,-35.6606,0.618302,-51.7948,Cc1cc(C(=O)N2CC[C@H](Cc3ccccc3)C2)no1
8403,Z1250708792,10296,Done,123.36,-8.15048,glide-grid_6eti,,,-8.15048,-1.33,,,,,,,,,,,,,1.0,,,-8.15048,-37.1155,-8.81232,-45.9279,3.05704,-64.6725,CS(=O)(=O)Nc1ccc(C(=O)NCC2(O)CCC2)cc1
8405,Z2438455621,45,Done,44.74,-8.14997,glide-grid_6eti,,,-8.14997,0.0,,,,,,,,,,,,,1.0,,,-8.14997,-34.1993,-2.64053,-36.8398,0.602835,-38.9263,Cn1cc(N2CCN(C(=O)C3C[C@H]4CCC[C@@H](C3)C4[NH3+])CC2)cn1
8407,Z764993010,12459,Done,79.34,-8.14981,glide-grid_6eti,,,-8.14981,-0.64259,,,,,,,,,,,,,1.0,,,-8.14981,-37.0833,-2.94586,-40.0292,3.01786,-53.3949,Cn1nccc1CNC(=O)[C@H]1CCCCN1C(=O)c1ccco1
8408,Z2767292502,2142,Done,43.55,-8.14978,glide-grid_6eti,,,-8.14978,0.0,,,,,,,,,,,,,1.0,,,-8.14978,-35.8162,-0.0915418,-35.9078,0.406104,-53.3981,COc1cnc(C(=O)N2CC[C@@H](c3ccccc3)C2)c(F)c1
8409,Z1654911328,173,Done,59.67,-8.14965,glide-grid_6eti,,,-8.14965,0.0,,,,,,,,,,,,,1.0,,,-8.14965,-40.8804,-3.67746,-44.5579,1.53747,-67.8372,CN(Cc1ccncc1)C(=O)c1cn[nH]c1-c1ccc2c(c1)OCO2
8410,Z2218866428,17982,Done,87.63,-8.14917,glide-grid_6eti,,,-8.14917,-0.7,,,,,,,,,,,,,1.0,,,-8.14917,-21.7573,-6.07248,-27.8298,2.56513,-42.1399,C[C@@](O)(C[NH+]1C[C@H](O)C[C@H]1CO)c1ccc(Br)cc1F
8413,Z2233264215,10627,Done,98.08,-8.14852,glide-grid_6eti,,,-8.14852,-0.7,,,,,,,,,,,,,1.0,,,-8.14852,-29.3067,-4.11568,-33.4224,9.89485,-46.8412,O=C(N[C@@H](CO)C[NH+]1CCCCC1)c1cc(F)cc(Cl)c1
8415,Z2294374137,14204,Done,34.77,-8.14808,glide-grid_6eti,,,-8.14808,-0.451251,,,,,,,,,,,,,1.0,,,-8.14808,-31.3334,-4.10632,-35.4397,0.348084,-45.4984,O=C(NC1CCC(F)(F)CC1)N[C@H]1CC12CCOCC2
8417,Z1898735135,11113,Done,30.34,-8.14721,glide-grid_6eti,,,-8.14721,0.0,,,,,,,,,,,,,1.0,,,-8.14721,-37.5939,-2.00797,-39.6018,10.771,-52.8901,Cn1cc(C#N)c(NC(=O)[C@@H]2CCc3ccccc3C2)n1
8418,Z1514088001,16727,Done,54.95,-8.14714,glide-grid_6eti,,,-8.14714,-1.15902,,,,,,,,,,,,,1.0,,,-8.14714,-35.6501,-3.81969,-39.4698,2.82569,-57.1131,CC1(NC(=O)Nc2cnc(-c3ccccc3)nc2)CCC1
8420,Z2442316051,13120,Done,62.45,-8.14677,glide-grid_6eti,,,-8.14677,0.0,,,,,,,,,,,,,1.0,,,-8.14677,-38.2202,-2.95713,-41.1773,4.0143,-58.1258,CS(=O)(=O)c1ccc(-c2noc(CC[C@@H]3CC[NH2+]C3)n2)cc1
8423,Z2230500272,13420,Done,43.8,-8.14603,glide-grid_6eti,,,-8.14603,-1.33,,,,,,,,,,,,,1.0,,,-8.14603,-39.3537,-1.6993,-41.053,5.39607,-57.2058,COCC(C)(C)C(=O)N1CCc2c(nnn2-c2ccccc2)C1
8426,Z2903266157,14486,Done,30.43,-8.1458,glide-grid_6eti,,,-8.1458,-0.7,,,,,,,,,,,,,1.0,,,-8.1458,-45.7621,-2.31371,-48.0758,3.06162,-72.6077,O=C1CC[C@H](c2noc(-c3cc(Br)cc4[nH]c(=O)[nH]c34)n2)CN1
8428,Z2968939643,1682,Done,55.24,-8.1457,glide-grid_6eti,,,-8.1457,0.0,,,,,,,,,,,,,1.0,,,-8.1457,-42.9455,-5.2961,-48.2416,0.918738,-80.814,c1ccc(NC[C@@H]2CCN(c3nc4ccccc4n4nnnc34)C2)nc1
8434,Z2042279806,17320,Done,31.67,-8.14473,glide-grid_6eti,,,-8.14473,0.0,,,,,,,,,,,,,1.0,,,-8.14473,-39.6286,-0.401435,-40.03,10.2759,-58.6677,CC(=O)N1CCc2ccc(S(=O)(=O)N3CCc4ccccc43)cc2CC1
8436,Z2955433378,12235,Done,77.2,-8.1445,glide-grid_6eti,,,-8.1445,0.0,,,,,,,,,,,,,1.0,,,-8.1445,-35.9906,-3.68923,-39.6798,0.539544,-52.1231,Cc1nnc([C@]23COC[C@@H]2C[NH+](CCOc2ccc(Cl)cc2)C3)o1
8438,Z1274798230,9905,Done,54.2,-8.14433,glide-grid_6eti,,,-8.14433,0.0,,,,,,,,,,,,,1.0,,,-8.14433,-38.6783,-0.0961921,-38.7745,3.03885,-52.2319,O=C([O-])C[C@H]1CN(C(=O)c2cc3ccccc3[nH]2)CCO1
8440,Z1505315799,3983,Done,47.59,-8.14411,glide-grid_6eti,,,-8.14411,0.0,,,,,,,,,,,,,1.0,,,-8.14411,-39.8714,-0.829151,-40.7005,6.89416,-57.7468,COC[C@H](NC(=O)c1cc2cccc(C)c2[nH]1)c1ccco1
8445,Z1885604508,11646,Done,49.78,-8.14353,glide-grid_6eti,,,-8.14353,0.0,,,,,,,,,,,,,1.0,,,-8.14353,-42.4821,-1.99248,-44.4746,1.50694,-65.0621,O=C(Nc1ccc2c(c1)COC2)c1coc(C2CCOCC2)n1
8447,Z1020429308,8801,Done,41.83,-8.14261,glide-grid_6eti,,,-8.14261,-0.196531,,,,,,,,,,,,,1.0,,,-8.14261,-49.822,-1.06841,-50.8904,0.234187,-81.6922,O=C(Cc1ccc(Br)cc1)NS(=O)(=O)c1ccc(F)c2ncccc12
8450,Z1870075979,4811,Done,114.13,-8.142,glide-grid_6eti,,,-8.142,0.0,,,,,,,,,,,,,1.0,,,-8.142,-43.4523,-2.31055,-45.7628,17.7544,-54.0771,C[C@H](NC(=O)c1ccc(-c2cc[nH]n2)s1)C1(N2CCOCC2)CCCC1
8453,Z1537399951,14811,Done,73.69,-8.14154,glide-grid_6eti,,,-8.14154,0.0,,,,,,,,,,,,,1.0,,,-8.14154,-34.87,0.117781,-34.7522,3.32555,-44.3946,CC(C)C(=O)N1CCCN(C(=O)c2cccc(C(=O)[O-])c2)CC1
8455,Z2687608479,18316,Done,25.56,-8.14131,glide-grid_6eti,,,-8.14131,0.0,,,,,,,,,,,,,1.0,,,-8.14131,-40.2086,-1.77051,-41.9791,0.148021,-61.2931,Cc1nn([C@@H]2CCS(=O)(=O)C2)c2ncc(-c3ccncc3)cc12
8458,Z2768784317,15067,Done,29.64,-8.14101,glide-grid_6eti,,,-8.14101,0.0,,,,,,,,,,,,,1.0,,,-8.14101,-39.4673,-0.105372,-39.5727,7.72354,-50.2709,COC(=O)[C@H]1CCn2c(nnc2[C@H]2Cc3ccccc3O2)C1
8459,Z2156601263,16332,Done,33.3,-8.14082,glide-grid_6eti,,,-8.14082,-0.362806,,,,,,,,,,,,,1.0,,,-8.14082,-30.8321,0.583341,-30.2488,1.23169,-39.0794,Cc1cncc(-c2noc(C3(C(F)F)CCCC3)n2)c1
8462,Z2947117512,17703,Done,40.52,-8.14018,glide-grid_6eti,,,-8.14018,-0.127633,,,,,,,,,,,,,1.0,,,-8.14018,-37.4137,-0.197268,-37.611,7.16671,-46.3687,COc1cc(=O)[nH]cc1C(=O)N1CCCCC[C@H]1c1cccn1C
8463,Z44491801,18728,Done,53.87,-8.14006,glide-grid_6eti,,,-8.14006,0.0,,,,,,,,,,,,,1.0,,,-8.14006,-32.6003,-4.23419,-36.8345,2.72115,-56.8774,C[C@H]([NH2+]Cc1nc2ccsc2c(=O)[nH]1)c1ccccc1
8464,Z3016333827,1178,Done,48.2,-8.13991,glide-grid_6eti,,,-8.13991,-0.416292,,,,,,,,,,,,,1.0,,,-8.13991,-34.4338,-5.45815,-39.8919,7.2389,-60.7761,Cc1cccc(NC(=O)N[C@H](C)c2nnc(C(F)(F)F)[nH]2)c1F
8466,Z728662546,3310,Done,91.46,-8.13971,glide-grid_6eti,,,-8.13971,0.0,,,,,,,,,,,,,1.0,,,-8.13971,-51.5464,-2.24548,-53.7919,11.8962,-75.5325,CCOc1ccccc1C(=O)N1CCN(C(=O)c2cnc3sccn3c2=O)CC1
8469,Z2827127797,2598,Done,129.92,-8.13881,glide-grid_6eti,,,-8.13881,0.0,,,,,,,,,,,,,1.0,,,-8.13881,-30.9759,-7.13121,-38.1071,3.98359,-46.5127,COc1cc(CCNC(=O)[C@@]23CCC[C@@H]2[NH2+]CC3)ccn1
8471,Z2972550621,21530,Done,63.47,-8.13876,glide-grid_6eti,,,-8.13876,0.0,,,,,,,,,,,,,1.0,,,-8.13876,-33.9463,-4.67789,-38.6242,2.57159,-57.2652,C[NH+]1C[C@@H]2CN(C(=O)NCc3cc(OCC(F)F)ccn3)C[C@H]2C1
8476,Z1029451894,6112,Done,51.93,-8.13734,glide-grid_6eti,,,-8.13734,0.0,,,,,,,,,,,,,1.0,,,-8.13734,-35.2606,1.57659,-33.684,5.64291,-49.6542,N#Cc1ccccc1S(=O)(=O)Nc1cc(F)c(F)cc1C(=O)[O-]
8477,Z57271079,842,Done,35.4,-8.13666,glide-grid_6eti,,,-8.13666,-0.092116,,,,,,,,,,,,,1.0,,,-8.13666,-35.8155,-1.11496,-36.9305,8.41533,-50.5151,COc1ccc(S(=O)(=O)Nc2cc(C)ccc2C)cc1C
8478,Z1571963730,10813,Done,63.2,-8.13658,glide-grid_6eti,,,-8.13658,-0.284662,,,,,,,,,,,,,1.0,,,-8.13658,-40.8175,-4.09988,-44.9174,3.19881,-66.5894,Cc1n[nH]c2cc(NC(=O)c3cccc(OC(F)F)c3)ccc12
8479,Z408698078,9328,Done,61.31,-8.13656,glide-grid_6eti,,,-8.13656,0.0,,,,,,,,,,,,,1.0,,,-8.13656,-37.9234,-0.31604,-38.2394,4.79841,-56.4879,O=C([O-])C[C@H](NC(=O)c1ccc2cc[nH]c2c1)c1cccs1
8482,Z2474422076,6468,Done,84.52,-8.13598,glide-grid_6eti,,,-8.13598,0.0,,,,,,,,,,,,,1.0,,,-8.13598,-40.8193,0.34583,-40.4735,3.26838,-57.4009,CCOc1ccc(NC(=O)N2CCC[C@H](c3nnc(C)o3)C2)cc1
8485,Z2004641645,14684,Done,39.83,-8.13534,glide-grid_6eti,,,-8.13534,0.0,,,,,,,,,,,,,1.0,,,-8.13534,-39.3453,-1.45422,-40.7995,5.51681,-57.7609,CS(=O)(=O)[C@@H]1CCN(C(=O)c2ncsc2-c2ccccc2)C1
8486,Z1383887142,9906,Done,32.4,-8.13516,glide-grid_6eti,,,-8.13516,0.0,,,,,,,,,,,,,1.0,,,-8.13516,-37.7688,-2.18982,-39.9586,0.0905985,-56.9524,c1nc2c(c(NCc3ccc4c(c3)OCO4)n1)CCCC2
8488,Z2505228299,424,Done,41.1,-8.13462,glide-grid_6eti,,,-8.13462,0.0,,,,,,,,,,,,,1.0,,,-8.13462,-38.5528,-1.01444,-39.5672,1.30438,-58.6105,c1cc(-c2nc(C3(c4ccncc4)CCC3)no2)ccn1
8492,Z2254374887,20550,Done,66.09,-8.13375,glide-grid_6eti,,,-8.13375,0.0,,,,,,,,,,,,,1.0,,,-8.13375,-39.8894,-0.746092,-40.6355,8.02195,-62.2087,Cc1nnnn1-c1ccc(C(=O)N2CCC[C@H]2C(=O)N(C)C)c(F)c1
8494,Z1029842738,3421,Done,53.5,-8.13348,glide-grid_6eti,,,-8.13348,0.0,,,,,,,,,,,,,1.0,,,-8.13348,-34.9691,-1.78025,-36.7493,3.13823,-58.8521,COc1ccccc1C(=O)N[C@@H](C)c1cc(F)ccc1N1CC[NH+](C)CC1
8497,Z1801620602,386,Done,29.24,-8.13316,glide-grid_6eti,,,-8.13316,0.0,,,,,,,,,,,,,1.0,,,-8.13316,-39.4412,-1.65364,-41.0948,1.02875,-44.4073,CC(C)n1ncc2c(=O)n(Cc3cccc(Cl)c3F)cnc21
8499,Z645544460,6755,Done,55.7,-8.13311,glide-grid_6eti,,,-8.13311,0.0,,,,,,,,,,,,,1.0,,,-8.13311,-41.9223,-2.73888,-44.6612,6.45366,-66.0554,CCc1cc2c(NCc3ccc(-n4cncn4)cc3)ncnc2s1
8500,Z2017700791,18448,Done,28.73,-8.13273,glide-grid_6eti,,,-8.13273,0.0,,,,,,,,,,,,,1.0,,,-8.13273,-38.7621,0.180994,-38.5812,1.69501,-53.173,CS(=O)(=O)c1ccc(C(=O)N2CCOCC23CC3)cc1
8502,Z3402461146,9261,Done,69.88,-8.13217,glide-grid_6eti,,,-8.13217,-0.7,,,,,,,,,,,,,1.0,,,-8.13217,-40.0247,-2.76577,-42.7904,6.48026,-58.1483,Cc1cc(S(=O)(=O)N[C@H](C)CCc2ccccc2)cnc1N
8509,Z3223578185,11692,Done,23.62,-8.13096,glide-grid_6eti,,,-8.13096,0.0,,,,,,,,,,,,,1.0,,,-8.13096,-35.2683,0.489076,-34.7792,1.81588,-52.4709,COc1ccc(Cl)cc1S(=O)(=O)n1nnc2cc(C)ccc21
8510,Z2845096459,20598,Done,60.58,-8.13091,glide-grid_6eti,,,-8.13091,0.0,,,,,,,,,,,,,1.0,,,-8.13091,-37.9428,-4.15996,-42.1028,2.92998,-58.1662,O[C@@H]1c2ccccc2C[C@H]1n1cc(CN2CCOCC2)nn1
8513,Z1738072029,13536,Done,93.43,-8.13037,glide-grid_6eti,,,-8.13037,0.0,,,,,,,,,,,,,1.0,,,-8.13037,-33.848,-0.961146,-34.8092,4.13754,-46.0903,O=C([O-])[C@@H](NS(=O)(=O)C[C@H]1CCOC1)c1ccccc1F
8514,Z2229034419,2163,Done,43.02,-8.13007,glide-grid_6eti,,,-8.13007,0.0,,,,,,,,,,,,,1.0,,,-8.13007,-41.4929,-1.09075,-42.5836,9.22904,-60.3469,CN(C)C(=O)[C@H]1CCCN1C(=O)c1cccc2[nH]c(=O)[nH]c12
8517,Z1995005069,1855,Done,52.59,-8.12951,glide-grid_6eti,,,-8.12951,0.0,,,,,,,,,,,,,1.0,,,-8.12951,-36.3322,-1.37732,-37.7095,0.468796,-56.4826,CC1(C)CN(C(=O)Cc2ccc(-n3cnnn3)cc2)C[C@@]2(C[C@@H]3CC[C@H]2C3)O1
8519,Z1505685549,9336,Done,45.05,-8.12925,glide-grid_6eti,,,-8.12925,0.0,,,,,,,,,,,,,1.0,,,-8.12925,-33.5367,-1.41629,-34.953,0.553198,-51.6663,c1ccc(C2(c3nc(-c4ccncn4)no3)CC[NH2+]CC2)cc1
8520,Z1580572844,4656,Done,77.7,-8.12913,glide-grid_6eti,,,-8.12913,-0.7,,,,,,,,,,,,,1.0,,,-8.12913,-45.5049,-1.71123,-47.2161,9.34345,-64.062,CC(=O)NC1(C(=O)Nc2cc(C)n(-c3ccccc3)n2)CCCCC1
8521,Z3040124681,12788,Done,39.79,-8.12877,glide-grid_6eti,,,-8.12877,0.0,,,,,,,,,,,,,1.0,,,-8.12877,-36.7655,-5.42976,-42.1952,14.4602,-54.4898,C[C@H](C(=O)N(C)C1CCCCC1)n1cnc2c1CC[NH2+]C21CCOCC1
8522,Z2771028915,15068,Done,69.04,-8.12861,glide-grid_6eti,,,-8.12861,-0.7,,,,,,,,,,,,,1.0,,,-8.12861,-43.3178,-4.88216,-48.1999,2.13437,-74.9342,CCNC(=O)C1CN(C(=O)c2nnc(-c3ccccc3)o2)C1
8526,Z2011069991,20176,Done,59.54,-8.12798,glide-grid_6eti,,,-8.12798,0.0,,,,,,,,,,,,,1.0,,,-8.12798,-44.9643,-0.45581,-45.4201,7.14008,-60.2695,O=C(c1coc(C2CCOCC2)n1)N1CCCSc2ccc(Cl)cc21
8529,Z2974470878,7070,Done,18.71,-8.12756,glide-grid_6eti,,,-8.12756,-0.504221,,,,,,,,,,,,,1.0,,,-8.12756,-37.4664,-2.16938,-39.6358,2.47852,-57.3297,Cc1nc(C2CN(c3nc4cccc(F)c4s3)C2)n[nH]1
8533,Z2273601248,5420,Done,81.53,-8.1265,glide-grid_6eti,,,-8.1265,0.0,,,,,,,,,,,,,1.0,,,-8.1265,-46.6073,-0.0627395,-46.6701,6.00699,-66.2039,COc1ccc(-c2nnc(SC[C@H](Cc3ccccc3)OC)[nH]2)cc1
8536,Z1020971042,3411,Done,28.71,-8.12606,glide-grid_6eti,,,-8.12606,0.0,,,,,,,,,,,,,1.0,,,-8.12606,-40.8277,-1.40619,-42.2339,7.7739,-40.4535,CC(=O)N1c2ccccc2CC[C@@H]1C(=O)Nc1ccccc1
8539,Z393048092,5032,Done,72.57,-8.12575,glide-grid_6eti,,,-8.12575,0.0,,,,,,,,,,,,,1.0,,,-8.12575,-39.1484,-0.44891,-39.5973,7.18032,-55.3945,Cc1ccc(C(=O)N[C@H](C(=O)Nc2cc(C)nn2C)C(C)C)cc1
8540,Z1726480327,19160,Done,47.44,-8.12565,glide-grid_6eti,,,-8.12565,-0.198999,,,,,,,,,,,,,1.0,,,-8.12565,-41.1415,-4.73863,-45.8802,0.205895,-69.5746,COc1ccc(C(=O)N2CCSC[C@@H]2c2nnn[nH]2)cc1
8541,Z1566505357,1481,Done,122.49,-8.12563,glide-grid_6eti,,,-8.12563,0.0,,,,,,,,,,,,,1.0,,,-8.12563,-38.6249,-1.1566,-39.7815,1.58733,-59.3194,O=C(c1cc(Oc2ccccc2)ccn1)N1CCOC[C@@H]1CCO
